"*Channel Name","Product Name","*SKU Code",Weight,Dimensions,Category,"Image 1","Image 2","Image 3","Image 4","Image 5","HSN Code",Essential,"Channel Product id","Channel SKU Code","Master SKU Code"
"Entitled Club (Shopify)","Boss | Black Polo T-Shirt-S","BSS-46-SSPOPO_SOL-BLK | S",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149633777,"BSS-46-SSPOPO_SOL-BLK | S","BSS-46-SSPOPO_SOL-BLK | S"
"Entitled Club (Shopify)","Boss | Black Polo T-Shirt-M","BSS-46-SSPOPO_SOL-BLK | M",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149633777,"BSS-46-SSPOPO_SOL-BLK | M","BSS-46-SSPOPO_SOL-BLK | M"
"Entitled Club (Shopify)","Boss | Black Polo T-Shirt-L","BSS-46-SSPOPO_SOL-BLK | L",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149633777,"BSS-46-SSPOPO_SOL-BLK | L","BSS-46-SSPOPO_SOL-BLK | L"
"Entitled Club (Shopify)","Boss | Black Polo T-Shirt-XL","BSS-46-SSPOPO_SOL-BLK | XL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149633777,"BSS-46-SSPOPO_SOL-BLK | XL","BSS-46-SSPOPO_SOL-BLK | XL"
"Entitled Club (Shopify)","Boss | Black Polo T-Shirt-XXL","BSS-46-SSPOPO_SOL-BLK | XXL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149633777,"BSS-46-SSPOPO_SOL-BLK | XXL","BSS-46-SSPOPO_SOL-BLK | XXL"
"Entitled Club (Shopify)","Boss | Navy Polo T-Shirt-S","BSS-47-SSPOPO_SOL-NAV | S",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149535473,"BSS-47-SSPOPO_SOL-NAV | S","BSS-47-SSPOPO_SOL-NAV | S"
"Entitled Club (Shopify)","Boss | Navy Polo T-Shirt-M","BSS-47-SSPOPO_SOL-NAV | M",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149535473,"BSS-47-SSPOPO_SOL-NAV | M","BSS-47-SSPOPO_SOL-NAV | M"
"Entitled Club (Shopify)","Boss | Navy Polo T-Shirt-L","BSS-47-SSPOPO_SOL-NAV | L",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149535473,"BSS-47-SSPOPO_SOL-NAV | L","BSS-47-SSPOPO_SOL-NAV | L"
"Entitled Club (Shopify)","Boss | Navy Polo T-Shirt-XL","BSS-47-SSPOPO_SOL-NAV | XL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149535473,"BSS-47-SSPOPO_SOL-NAV | XL","BSS-47-SSPOPO_SOL-NAV | XL"
"Entitled Club (Shopify)","Boss | Navy Polo T-Shirt-XXL","BSS-47-SSPOPO_SOL-NAV | XXL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639149535473,"BSS-47-SSPOPO_SOL-NAV | XXL","BSS-47-SSPOPO_SOL-NAV | XXL"
"Entitled Club (Shopify)","Polo Ralph Lauren | Polo | Black-L",PRL-10-SSPOPO_SOL-BLK-L,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491185402097,PRL-10-SSPOPO_SOL-BLK-L,PRL-10-SSPOPO_SOL-BLK-L
"Entitled Club (Shopify)","Polo Ralph Lauren | Polo | Black-M",PRL-10-SSPOPO_SOL-BLK-M,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491185402097,PRL-10-SSPOPO_SOL-BLK-M,PRL-10-SSPOPO_SOL-BLK-M
"Entitled Club (Shopify)","Polo Ralph Lauren | Polo | Black-S",PRL-10-SSPOPO_SOL-BLK-S,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491185402097,PRL-10-SSPOPO_SOL-BLK-S,PRL-10-SSPOPO_SOL-BLK-S
"Entitled Club (Shopify)","Polo Ralph Lauren | Polo | Black-XL",PRL-10-SSPOPO_SOL-BLK-XL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491185402097,PRL-10-SSPOPO_SOL-BLK-XL,PRL-10-SSPOPO_SOL-BLK-XL
"Entitled Club (Shopify)","Polo Ralph Lauren | Polo | Black-XXL",PRL-10-SSPOPO_SOL-BLK-XXL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491185402097,PRL-10-SSPOPO_SOL-BLK-XXL,PRL-10-SSPOPO_SOL-BLK-XXL
"Entitled Club (Shopify)","Armani Exchange | Beige Polo T-Shirt-M","ARX-49-SSPOPO_SOL-BEG | M",,0.000x0.000x0.000,Polo,,,,,,,,9647181431025,"ARX-49-SSPOPO_SOL-BEG | M","ARX-49-SSPOPO_SOL-BEG | M"
"Entitled Club (Shopify)","Armani Exchange | Beige Polo T-Shirt-L","ARX-49-SSPOPO_SOL-BEG | L",0.000,0.000x0.000x0.000,Polo,,,,,,,,9647181431025,"ARX-49-SSPOPO_SOL-BEG | L","ARX-49-SSPOPO_SOL-BEG | L"
"Entitled Club (Shopify)","Armani Exchange | Beige Polo T-Shirt-XL","ARX-49-SSPOPO_SOL-BEG | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647181431025,"ARX-49-SSPOPO_SOL-BEG | XL","ARX-49-SSPOPO_SOL-BEG | XL"
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Green-M",PRL-26-LSBDSH_SOL-GRN|M,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574700155121,PRL-26-LSBDSH_SOL-GRN|M,PRL-26-LSBDSH_SOL-GRN|M
"Entitled Club (Shopify)","Lacoste | Polo | Olive-M",LAC-2-SSPOPO_SOL-OLV-M,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184484593,LAC-2-SSPOPO_SOL-OLV-M,LAC-2-SSPOPO_SOL-OLV-M
"Entitled Club (Shopify)","Lacoste | Polo | Maroon-XL",LAC-6-SSPOPO_SOL-MRN-XL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184812273,LAC-6-SSPOPO_SOL-MRN-XL,LAC-6-SSPOPO_SOL-MRN-XL
"Entitled Club (Shopify)","Armani Exchange | Polo | Navy-XXL",ARX-16-SSPOPO_MIX-NAV-XXL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491186155761,ARX-16-SSPOPO_MIX-NAV-XXL,ARX-16-SSPOPO_MIX-NAV-XXL
"Entitled Club (Shopify)","Armani Exchange | Polo | Navy-XL",ARX-16-SSPOPO_MIX-NAV-XL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491186155761,ARX-16-SSPOPO_MIX-NAV-XL,ARX-16-SSPOPO_MIX-NAV-XL
"Entitled Club (Shopify)","GymShark | Yellow Round Neck T-Shirt-M",GSK-39-SSCRPO_MIX-YLW-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674953969,GSK-39-SSCRPO_MIX-YLW-M,GSK-39-SSCRPO_MIX-YLW-M
"Entitled Club (Shopify)","GymShark | Yellow Round Neck T-Shirt-L",GSK-39-SSCRPO_MIX-YLW-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674953969,GSK-39-SSCRPO_MIX-YLW-L,GSK-39-SSCRPO_MIX-YLW-L
"Entitled Club (Shopify)","GymShark | Yellow Round Neck T-Shirt-XL",GSK-39-SSCRPO_MIX-YLW-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674953969,GSK-39-SSCRPO_MIX-YLW-XL,GSK-39-SSCRPO_MIX-YLW-XL
"Entitled Club (Shopify)","GymShark | Yellow Round Neck T-Shirt-XXL",GSK-39-SSCRPO_MIX-YLW-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674953969,GSK-39-SSCRPO_MIX-YLW-XXL,GSK-39-SSCRPO_MIX-YLW-XXL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Green-S",PRL-26-LSBDSH_SOL-GRN|S,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574700155121,PRL-26-LSBDSH_SOL-GRN|S,PRL-26-LSBDSH_SOL-GRN|S
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Green-L",PRL-26-LSBDSH_SOL-GRN|L,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574700155121,PRL-26-LSBDSH_SOL-GRN|L,PRL-26-LSBDSH_SOL-GRN|L
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Green-XL",PRL-26-LSBDSH_SOL-GRN|XL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574700155121,PRL-26-LSBDSH_SOL-GRN|XL,PRL-26-LSBDSH_SOL-GRN|XL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Green-XXL",PRL-26-LSBDSH_SOL-GRN|XXL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574700155121,PRL-26-LSBDSH_SOL-GRN|XXL,PRL-26-LSBDSH_SOL-GRN|XXL
"Entitled Club (Shopify)","Lacoste | Polo | Maroon-L",LAC-6-SSPOPO_SOL-MRN-L,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184812273,LAC-6-SSPOPO_SOL-MRN-L,LAC-6-SSPOPO_SOL-MRN-L
"Entitled Club (Shopify)","Lacoste | Polo | Maroon-M",LAC-6-SSPOPO_SOL-MRN-M,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184812273,LAC-6-SSPOPO_SOL-MRN-M,LAC-6-SSPOPO_SOL-MRN-M
"Entitled Club (Shopify)","Lacoste | Polo | Olive-L",LAC-2-SSPOPO_SOL-OLV-L,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184484593,LAC-2-SSPOPO_SOL-OLV-L,LAC-2-SSPOPO_SOL-OLV-L
"Entitled Club (Shopify)","Lacoste | Polo | Olive-XL",LAC-2-SSPOPO_SOL-OLV-XL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184484593,LAC-2-SSPOPO_SOL-OLV-XL,LAC-2-SSPOPO_SOL-OLV-XL
"Entitled Club (Shopify)","Lacoste | Polo | Maroon-XXL",LAC-6-SSPOPO_SOL-MRN-XXL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184812273,LAC-6-SSPOPO_SOL-MRN-XXL,LAC-6-SSPOPO_SOL-MRN-XXL
"Entitled Club (Shopify)","Lacoste | Polo | Olive-XXL",LAC-2-SSPOPO_SOL-OLV-XXL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184484593,LAC-2-SSPOPO_SOL-OLV-XXL,LAC-2-SSPOPO_SOL-OLV-XXL
"Entitled Club (Shopify)","Armani Exchange | Polo | Navy-L",ARX-16-SSPOPO_MIX-NAV-L,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491186155761,ARX-16-SSPOPO_MIX-NAV-L,ARX-16-SSPOPO_MIX-NAV-L
"Entitled Club (Shopify)","Armani Exchange | Polo | Navy-M",ARX-16-SSPOPO_MIX-NAV-M,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491186155761,ARX-16-SSPOPO_MIX-NAV-M,ARX-16-SSPOPO_MIX-NAV-M
"Entitled Club (Shopify)","Armani Exchange | Polo | Navy-S",ARX-16-SSPOPO_MIX-NAV-S,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491186155761,ARX-16-SSPOPO_MIX-NAV-S,ARX-16-SSPOPO_MIX-NAV-S
"Entitled Club (Shopify)","Boss | White Polo T-Shirt-S","BSS-45-SSPOPO_SOL-WHT | S",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639141310705,"BSS-45-SSPOPO_SOL-WHT | S","BSS-45-SSPOPO_SOL-WHT | S"
"Entitled Club (Shopify)","Boss | White Polo T-Shirt-M","BSS-45-SSPOPO_SOL-WHT | M",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639141310705,"BSS-45-SSPOPO_SOL-WHT | M","BSS-45-SSPOPO_SOL-WHT | M"
"Entitled Club (Shopify)","Boss | White Polo T-Shirt-L","BSS-45-SSPOPO_SOL-WHT | L",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639141310705,"BSS-45-SSPOPO_SOL-WHT | L","BSS-45-SSPOPO_SOL-WHT | L"
"Entitled Club (Shopify)","Boss | White Polo T-Shirt-XL","BSS-45-SSPOPO_SOL-WHT | XL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639141310705,"BSS-45-SSPOPO_SOL-WHT | XL","BSS-45-SSPOPO_SOL-WHT | XL"
"Entitled Club (Shopify)","Boss | White Polo T-Shirt-XXL","BSS-45-SSPOPO_SOL-WHT | XXL",0.100,30.000x20.000x1.000,Polo,,,,,,,,9639141310705,"BSS-45-SSPOPO_SOL-WHT | XXL","BSS-45-SSPOPO_SOL-WHT | XXL"
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-M",ASL-33-SSCRPO_MIX-GRB-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607677313265,ASL-33-SSCRPO_MIX-GRB-M,ASL-33-SSCRPO_MIX-GRB-M
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-L",ASL-33-SSCRPO_MIX-GRB-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607677313265,ASL-33-SSCRPO_MIX-GRB-L,ASL-33-SSCRPO_MIX-GRB-L
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-XL",ASL-33-SSCRPO_MIX-GRB-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607677313265,ASL-33-SSCRPO_MIX-GRB-XL,ASL-33-SSCRPO_MIX-GRB-XL
"Entitled Club (Shopify)","AllSaints | Black Round Neck T-Shirt-XXL",ASL-33-SSCRPO_MIX-GRB-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607677313265,ASL-33-SSCRPO_MIX-GRB-XXL,ASL-33-SSCRPO_MIX-GRB-XXL
"Entitled Club (Shopify)","GymShark | White Round Neck T-Shirt-M",GSK-44-SSCRPO_MIX-WHT-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607675117809,GSK-44-SSCRPO_MIX-WHT-M,GSK-44-SSCRPO_MIX-WHT-M
"Entitled Club (Shopify)","GymShark | White Round Neck T-Shirt-L",GSK-44-SSCRPO_MIX-WHT-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607675117809,GSK-44-SSCRPO_MIX-WHT-L,GSK-44-SSCRPO_MIX-WHT-L
"Entitled Club (Shopify)","GymShark | White Round Neck T-Shirt-XL",GSK-44-SSCRPO_MIX-WHT-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607675117809,GSK-44-SSCRPO_MIX-WHT-XL,GSK-44-SSCRPO_MIX-WHT-XL
"Entitled Club (Shopify)","GymShark | White Round Neck T-Shirt-XXL",GSK-44-SSCRPO_MIX-WHT-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607675117809,GSK-44-SSCRPO_MIX-WHT-XXL,GSK-44-SSCRPO_MIX-WHT-XXL
"Entitled Club (Shopify)","GymShark | Blue Round Neck T-Shirt-M",GSK-38-SSCRPO_MIX-BLU-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674921201,GSK-38-SSCRPO_MIX-BLU-M,GSK-38-SSCRPO_MIX-BLU-M
"Entitled Club (Shopify)","GymShark | Blue Round Neck T-Shirt-L",GSK-38-SSCRPO_MIX-BLU-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674921201,GSK-38-SSCRPO_MIX-BLU-L,GSK-38-SSCRPO_MIX-BLU-L
"Entitled Club (Shopify)","GymShark | Blue Round Neck T-Shirt-XL",GSK-38-SSCRPO_MIX-BLU-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674921201,GSK-38-SSCRPO_MIX-BLU-XL,GSK-38-SSCRPO_MIX-BLU-XL
"Entitled Club (Shopify)","GymShark | Blue Round Neck T-Shirt-XXL",GSK-38-SSCRPO_MIX-BLU-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674921201,GSK-38-SSCRPO_MIX-BLU-XXL,GSK-38-SSCRPO_MIX-BLU-XXL
"Entitled Club (Shopify)","AllSaints | Green Round Neck T-Shirt-M",ASL-36-SSCRPO_MIX-GRN-M,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674855665,ASL-36-SSCRPO_MIX-GRN-M,ASL-36-SSCRPO_MIX-GRN-M
"Entitled Club (Shopify)","AllSaints | Green Round Neck T-Shirt-L",ASL-36-SSCRPO_MIX-GRN-L,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674855665,ASL-36-SSCRPO_MIX-GRN-L,ASL-36-SSCRPO_MIX-GRN-L
"Entitled Club (Shopify)","AllSaints | Green Round Neck T-Shirt-XL",ASL-36-SSCRPO_MIX-GRN-XL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674855665,ASL-36-SSCRPO_MIX-GRN-XL,ASL-36-SSCRPO_MIX-GRN-XL
"Entitled Club (Shopify)","AllSaints | Green Round Neck T-Shirt-XXL",ASL-36-SSCRPO_MIX-GRN-XXL,0.100,30.000x20.000x1.000,"Round Neck T-Shirt",,,,,,,,9607674855665,ASL-36-SSCRPO_MIX-GRN-XXL,ASL-36-SSCRPO_MIX-GRN-XXL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Brown-S",PRL-29-LSBDSH_SOL-BRN|S,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574735806705,PRL-29-LSBDSH_SOL-BRN|S,PRL-29-LSBDSH_SOL-BRN|S
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Brown-M",PRL-29-LSBDSH_SOL-BRN|M,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574735806705,PRL-29-LSBDSH_SOL-BRN|M,PRL-29-LSBDSH_SOL-BRN|M
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Brown-L",PRL-29-LSBDSH_SOL-BRN|L,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574735806705,PRL-29-LSBDSH_SOL-BRN|L,PRL-29-LSBDSH_SOL-BRN|L
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Brown-XL",PRL-29-LSBDSH_SOL-BRN|XL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574735806705,PRL-29-LSBDSH_SOL-BRN|XL,PRL-29-LSBDSH_SOL-BRN|XL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | Brown-XXL",PRL-29-LSBDSH_SOL-BRN|XXL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574735806705,PRL-29-LSBDSH_SOL-BRN|XXL,PRL-29-LSBDSH_SOL-BRN|XXL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | White-S",PRL-22-LSBDSH_SOL-WHT|S,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574702383345,PRL-22-LSBDSH_SOL-WHT|S,PRL-22-LSBDSH_SOL-WHT|S
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | White-M",PRL-22-LSBDSH_SOL-WHT|M,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574702383345,PRL-22-LSBDSH_SOL-WHT|M,PRL-22-LSBDSH_SOL-WHT|M
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | White-L",PRL-22-LSBDSH_SOL-WHT|L,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574702383345,PRL-22-LSBDSH_SOL-WHT|L,PRL-22-LSBDSH_SOL-WHT|L
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | White-XL",PRL-22-LSBDSH_SOL-WHT|XL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574702383345,PRL-22-LSBDSH_SOL-WHT|XL,PRL-22-LSBDSH_SOL-WHT|XL
"Entitled Club (Shopify)","Ralph Lauren | Cotton Shirt | White-XXL",PRL-22-LSBDSH_SOL-WHT|XXL,0.100,30.000x20.000x1.000,Shirt,,,,,,,,9574702383345,PRL-22-LSBDSH_SOL-WHT|XXL,PRL-22-LSBDSH_SOL-WHT|XXL
"Entitled Club (Shopify)","Diesel | Denim Shirt | Blue-L",DSL-20-LSWSSH_SOL-DBL-L,0.100,30.000x20.000x1.000,"Denim Shirt",,,,,,,,9574686261489,DSL-20-LSWSSH_SOL-DBL-L,DSL-20-LSWSSH_SOL-DBL-L
"Entitled Club (Shopify)","Diesel | Denim Shirt | Blue-M",DSL-20-LSWSSH_SOL-DBL-M,0.100,30.000x20.000x1.000,"Denim Shirt",,,,,,,,9574686261489,DSL-20-LSWSSH_SOL-DBL-M,DSL-20-LSWSSH_SOL-DBL-M
"Entitled Club (Shopify)","Diesel | Denim Shirt | Blue-XL",DSL-20-LSWSSH_SOL-DBL-XL,0.100,30.000x20.000x1.000,"Denim Shirt",,,,,,,,9574686261489,DSL-20-LSWSSH_SOL-DBL-XL,DSL-20-LSWSSH_SOL-DBL-XL
"Entitled Club (Shopify)","Lacoste | Polo | Navy-L",LAC-3-SSPOPO_SOL-NAV-L,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184550129,LAC-3-SSPOPO_SOL-NAV-L,LAC-3-SSPOPO_SOL-NAV-L
"Entitled Club (Shopify)","Lacoste | Polo | Navy-M",LAC-3-SSPOPO_SOL-NAV-M,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184550129,LAC-3-SSPOPO_SOL-NAV-M,LAC-3-SSPOPO_SOL-NAV-M
"Entitled Club (Shopify)","Lacoste | Polo | Navy-XL",LAC-3-SSPOPO_SOL-NAV-XL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184550129,LAC-3-SSPOPO_SOL-NAV-XL,LAC-3-SSPOPO_SOL-NAV-XL
"Entitled Club (Shopify)","Lacoste | Polo | Navy-XXL",LAC-3-SSPOPO_SOL-NAV-XXL,0.100,30.000x20.000x1.000,Polo,,,,,,,,9491184550129,LAC-3-SSPOPO_SOL-NAV-XXL,LAC-3-SSPOPO_SOL-NAV-XXL
"Entitled Club (Shopify)","Armani Exchange | Blue Polo T-Shirt-XL","ARX-50-SSPOPO_SOL-BEG | XL",0.000,0.000x0.000x0.000,Polo,,,,,,,,9647196111089,"ARX-50-SSPOPO_SOL-BEG | XL","ARX-50-SSPOPO_SOL-BEG | XL"
"Entitled Club (Shopify)","Armani Exchange | Green Polo T-Shirt-M","ARX-52-SSPOPO_SOL-BEG | M",,0.000x0.000x0.000,Polo,,,,,,,,9647181463793,"ARX-52-SSPOPO_SOL-BEG | M","ARX-52-SSPOPO_SOL-BEG | M"
"Entitled Club (Shopify)","Armani Exchange | Green Polo T-Shirt-L","ARX-52-SSPOPO_SOL-BEG | L",,0.000x0.000x0.000,Polo,,,,,,,,9647181463793,"ARX-52-SSPOPO_SOL-BEG | L","ARX-52-SSPOPO_SOL-BEG | L"
"Entitled Club (Shopify)","Armani Exchange | Green Polo T-Shirt-XL","ARX-52-SSPOPO_SOL-BEG | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647181463793,"ARX-52-SSPOPO_SOL-BEG | XL","ARX-52-SSPOPO_SOL-BEG | XL"
"Entitled Club (Shopify)","Armani Exchange | White Polo T-Shirt-M","ARX-54-SSPOPO_SOL-WHT | M",,0.000x0.000x0.000,Polo,,,,,,,,9647224291569,"ARX-54-SSPOPO_SOL-WHT | M","ARX-54-SSPOPO_SOL-WHT | M"
"Entitled Club (Shopify)","Armani Exchange | White Polo T-Shirt-L","ARX-54-SSPOPO_SOL-WHT | L",,0.000x0.000x0.000,Polo,,,,,,,,9647224291569,"ARX-54-SSPOPO_SOL-WHT | L","ARX-54-SSPOPO_SOL-WHT | L"
"Entitled Club (Shopify)","Armani Exchange | White Polo T-Shirt-XL","ARX-54-SSPOPO_SOL-WHT | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647224291569,"ARX-54-SSPOPO_SOL-WHT | XL","ARX-54-SSPOPO_SOL-WHT | XL"
"Entitled Club (Shopify)","Hackett | Navy Blue Polo T-Shirt-M","HKT-59-SSPOPO_SOL-NAV | M",,0.000x0.000x0.000,Polo,,,,,,,,9647205122289,"HKT-59-SSPOPO_SOL-NAV | M","HKT-59-SSPOPO_SOL-NAV | M"
"Entitled Club (Shopify)","Hackett | Navy Blue Polo T-Shirt-L","HKT-59-SSPOPO_SOL-NAV | L",,0.000x0.000x0.000,Polo,,,,,,,,9647205122289,"HKT-59-SSPOPO_SOL-NAV | L","HKT-59-SSPOPO_SOL-NAV | L"
"Entitled Club (Shopify)","Hackett | Navy Blue Polo T-Shirt-XL","HKT-59-SSPOPO_SOL-NAV | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647205122289,"HKT-59-SSPOPO_SOL-NAV | XL","HKT-59-SSPOPO_SOL-NAV | XL"
"Entitled Club (Shopify)","Hackett | Navy Blue Polo T-Shirt-XXL","HKT-59-SSPOPO_SOL-NAV | XXL",,0.000x0.000x0.000,Polo,,,,,,,,9647205122289,"HKT-59-SSPOPO_SOL-NAV | XXL","HKT-59-SSPOPO_SOL-NAV | XXL"
"Entitled Club (Shopify)","Hackett | Old Navy Polo T-Shirt-M","HKT-57-SSPOPO_SOL-ONV | M",,0.000x0.000x0.000,Polo,,,,,,,,9647205056753,"HKT-57-SSPOPO_SOL-ONV | M","HKT-57-SSPOPO_SOL-ONV | M"
"Entitled Club (Shopify)","Hackett | Old Navy Polo T-Shirt-L","HKT-57-SSPOPO_SOL-ONV | L",,0.000x0.000x0.000,Polo,,,,,,,,9647205056753,"HKT-57-SSPOPO_SOL-ONV | L","HKT-57-SSPOPO_SOL-ONV | L"
"Entitled Club (Shopify)","Hackett | Old Navy Polo T-Shirt-XL","HKT-57-SSPOPO_SOL-ONV | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647205056753,"HKT-57-SSPOPO_SOL-ONV | XL","HKT-57-SSPOPO_SOL-ONV | XL"
"Entitled Club (Shopify)","Hackett | Old Navy Polo T-Shirt-XXL","HKT-57-SSPOPO_SOL-ONV | XXL",,0.000x0.000x0.000,Polo,,,,,,,,9647205056753,"HKT-57-SSPOPO_SOL-ONV | XXL","HKT-57-SSPOPO_SOL-ONV | XXL"
"Entitled Club (Shopify)","Hackett | White Polo T-Shirt-M","HKT-58-SSPOPO_SOL-WHT | M",,0.000x0.000x0.000,Polo,,,,,,,,9647204008177,"HKT-58-SSPOPO_SOL-WHT | M","HKT-58-SSPOPO_SOL-WHT | M"
"Entitled Club (Shopify)","Hackett | White Polo T-Shirt-L","HKT-58-SSPOPO_SOL-WHT | L",,0.000x0.000x0.000,Polo,,,,,,,,9647204008177,"HKT-58-SSPOPO_SOL-WHT | L","HKT-58-SSPOPO_SOL-WHT | L"
"Entitled Club (Shopify)","Hackett | White Polo T-Shirt-XL","HKT-58-SSPOPO_SOL-WHT | XL",,0.000x0.000x0.000,Polo,,,,,,,,9647204008177,"HKT-58-SSPOPO_SOL-WHT | XL","HKT-58-SSPOPO_SOL-WHT | XL"
"Entitled Club (Shopify)","Hackett | White Polo T-Shirt-XXL","HKT-58-SSPOPO_SOL-WHT | XXL",,0.000x0.000x0.000,Polo,,,,,,,,9647204008177,"HKT-58-SSPOPO_SOL-WHT | XXL","HKT-58-SSPOPO_SOL-WHT | XXL"
"Entitled Club (Shopify)","Hackett | Blue Polo T-Shirt-S","HKT-56-SSPOPO_SOL-BLU | S",,0.000x0.000x0.000,Polo,,,,,,,,9647203942641,"HKT-56-SSPOPO_SOL-BLU | S","HKT-56-SSPOPO_SOL-BLU | S"
